1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
42	-0.653083	19.819704	1941.245044	0.002095	5.4
43	-0.647529	19.058565	1978.129976	0.001906	5.2
44	-0.643458	20.052399	1930.241605	0.001981	5.2
45	-0.684975	21.052399	1884.340738	0.002071	6.3
46	-0.684116	22.052399	1840.572195	0.002225	7.1
47	-0.641055	23.052399	1798.790766	0.001976	6.2
48	-0.652801	24.052399	1758.864129	0.002230	6.2
49	-0.692386	25.052399	1720.671457	0.002723	6.8
50	-0.652959	26.042430	1684.459055	0.002326	6.9
51	-0.658415	27.042430	1649.397151	0.001899	6.4
52	-0.681483	26.281291	1675.949316	0.002441	6.4
53	-0.653268	25.520152	1703.370346	0.002004	8.0
54	-0.663692	26.514445	1667.725428	0.001810	6.0
55	-0.683865	25.753310	1694.875668	0.002737	5.7
56	-0.683678	26.729689	1660.204562	0.002369	7.2
57	-0.661730	27.729689	1626.134889	0.002182	8.0
58	-0.686796	26.968550	1651.937520	0.002486	6.6
59	-0.681146	26.207411	1678.572198	0.002299	9.0
60	-0.676377	27.207411	1643.752403	0.002362	7.0
61	-0.669698	26.446276	1670.121535	0.001952	5.6
62	-0.646997	25.685138	1697.350631	0.002192	5.6
63	-0.659045	24.923999	1725.482325	0.002001	8.6
64	-0.672912	24.162859	1754.562238	0.002561	6.4
65	-0.692548	23.401749	1784.637982	0.002138	6.2
66	-0.671886	22.640613	1815.763848	0.002241	5.1
67	-0.656165	23.586549	1777.241108	0.002076	6.6
68	-0.704897	22.825410	1808.107394	0.002618	7.8
69	-0.669629	23.825410	1767.770733	0.002417	5.9
70	-0.654757	24.825410	1729.194521	0.002470	5.7
71	-0.660359	24.064271	1758.400752	0.002227	7.6
72	-0.683973	25.064271	1720.227983	0.002369	6.6
73	-0.681186	24.303132	1749.129577	0.002466	5.9
74	-0.675960	23.542558	1778.996340	0.002411	5.5
75	-0.646224	24.542558	1739.934056	0.002020	6.7
76	-0.655824	25.542558	1702.550334	0.002480	7.4
77	-0.673256	26.542558	1666.739255	0.002428	5.5
78	-0.676660	27.542558	1632.403626	0.002594	5.5
79	-0.684881	28.542558	1599.454103	0.002420	6.4
80	-0.672476	29.135598	1580.534625	0.002490	7.6
81	-0.667396	30.135598	1549.625929	0.002238	6.0
82	-0.677301	31.135598	1519.902938	0.001998	6.1
83	-0.684523	32.135597	1491.298708	0.002520	7.6
84	-0.664858	33.135495	1463.754012	0.002268	6.0
85	-0.692749	34.135495	1437.205706	0.002632	5.2
86	-0.659479	33.379858	1457.176441	0.002030	5.9
87	-0.683638	34.379858	1430.864051	0.001996	5.4
88	-0.690220	35.379858	1405.485057	0.002069	5.2
89	-0.674379	36.379858	1380.990659	0.002017	5.3
90	-0.655935	35.618758	1399.554685	0.002144	5.9
91	-0.673351	36.618757	1375.264782	0.002248	7.0
92	-0.654133	37.565431	1353.034476	0.002797	5.8
93	-0.680720	36.810098	1370.712913	0.002084	7.3
94	-0.676401	37.810098	1347.405472	0.002101	7.1
95	-0.687294	38.810081	1324.877787	0.002166	6.2
96	-0.673888	38.048942	1341.955422	0.002274	7.8
97	-0.672793	37.287803	1359.479065	0.002099	6.4
98	-0.698392	36.526667	1377.466348	0.002174	5.9
99	-0.680922	37.522404	1354.029261	0.002481	8.5
100	-0.690253	38.522404	1331.281032	0.002211	7.0
101	-0.691633	39.522404	1309.284532	0.002361	4.9
102	-0.698183	40.522404	1288.003106	0.002578	6.2
103	-0.652940	39.773023	1303.885245	0.002297	6.6
104	-0.672518	39.011884	1320.422603	0.002123	5.3
105	-0.680556	40.009964	1298.821418	0.002186	5.8
106	-0.682596	41.009964	1277.876052	0.002141	7.4
107	-0.672810	42.009964	1257.595513	0.002305	6.7
108	-0.666275	43.009964	1237.948642	0.002099	5.7
109	-0.685185	44.009964	1218.906197	0.002240	5.5
110	-0.667634	43.248825	1233.346261	0.001947	7.2
111	-0.681231	42.487686	1248.132562	0.003122	6.2
112	-0.682781	43.487686	1228.777974	0.002015	6.4
113	-0.681374	44.487686	1210.014478	0.002128	5.9
114	-0.656795	43.728287	1224.210487	0.002420	8.6
115	-0.691344	42.967148	1238.777252	0.002163	6.5
116	-0.679638	43.967148	1219.709504	0.003164	5.7
117	-0.686941	44.874374	1202.911594	0.002446	5.5
118	-0.694265	45.874374	1184.923962	0.002435	6.6
119	-0.667644	46.874374	1167.466358	0.001914	6.7
120	-0.665227	47.874370	1150.515759	0.001964	5.8
121	-0.691925	48.469636	1140.657299	0.001880	6.6
122	-0.681666	49.469636	1124.470791	0.002091	7.7
123	-0.672453	50.468710	1108.751616	0.002036	5.9
124	-0.678554	51.445146	1093.807545	0.001804	5.8
125	-0.670157	52.445146	1078.914695	0.002285	8.7
126	-0.693492	53.443471	1064.445902	0.002253	7.1
127	-0.681034	52.682332	1075.441637	0.002356	5.2
128	-0.671465	51.921193	1086.666915	0.002221	5.9
129	-0.677648	52.921193	1071.966571	0.002590	7.7
130	-0.682318	53.921193	1057.658649	0.002102	6.7
131	-0.664175	54.774528	1045.747829	0.001983	5.7
132	-0.688726	55.774499	1032.127193	0.002253	7.3
133	-0.659444	56.774499	1018.856427	0.002006	7.3
134	-0.690596	56.046634	1028.481635	0.002663	5.7
135	-0.693244	55.285495	1038.743318	0.002298	5.9
136	-0.655628	54.524356	1049.211837	0.002289	5.5
137	-0.684818	55.524356	1035.501015	0.002021	5.5
138	-0.674877	54.767387	1045.846390	0.001908	5.6
139	-0.673697	54.006248	1056.459300	0.002227	5.6
140	-0.687959	55.006248	1042.559662	0.002691	7.4
141	-0.669995	56.006247	1029.021029	0.002184	6.5
142	-0.669648	55.245108	1039.293532	0.002136	5.6
143	-0.675888	56.245108	1025.839042	0.002015	5.7
144	-0.679205	55.484931	1036.034766	0.002167	5.6
145	-0.670953	56.484931	1022.663976	0.002216	5.4
146	-0.678953	55.723935	1032.807400	0.002279	5.3
147	-0.694760	56.705221	1019.764787	0.001991	5.7
148	-0.672805	57.705221	1006.808025	0.002387	5.3
149	-0.690402	57.046879	1015.300655	0.002005	5.4
150	-0.680489	58.046879	1002.456370	0.002028	5.4
151	-0.666220	59.046879	989.933004	0.002359	5.2
152	-0.710651	58.285740	999.436311	0.002126	5.4
153	-0.696157	59.285740	986.987825	0.002194	4.8
154	-0.683831	60.285740	974.845624	0.002282	5.5
155	-0.690780	61.285740	962.998545	0.002623	5.2
156	-0.682786	62.285740	951.435959	0.002215	5.1
157	-0.688947	63.285740	940.147739	0.002298	5.5
158	-0.690066	62.524601	948.715073	0.002138	5.2
159	-0.645183	63.524601	937.490944	0.002130	5.4
160	-0.672752	62.864077	944.874736	0.001906	5.6
161	-0.687089	62.102938	953.528835	0.002186	8.6
162	-0.683339	61.341799	962.342923	0.002051	7.0
163	-0.665134	62.279732	951.504595	0.002012	7.1
164	-0.685144	62.961152	943.782286	0.001904	7.1
165	-0.690863	62.200013	952.416294	0.002992	6.7
166	-0.688744	63.050762	942.776084	0.001936	6.5
167	-0.657891	64.050762	931.691220	0.002247	6.7
168	-0.652718	65.050762	920.863992	0.002152	7.0
169	-0.693013	66.050762	910.285521	0.002168	6.7
170	-0.683481	65.289623	918.314920	0.004003	6.8
171	-0.686887	66.289623	907.794599	0.002944	6.7
172	-0.684588	67.289623	897.512591	0.001958	7.0
173	-0.661837	68.289622	887.460892	0.002742	9.5
174	-0.692595	69.289622	877.631845	0.002178	6.6
175	-0.680512	70.289622	868.018137	0.002197	6.7
176	-0.704013	71.289622	858.612771	0.002583	7.2
177	-0.675104	72.289622	849.409038	0.002259	6.8
178	-0.683157	71.528487	856.396239	0.002054	7.1
179	-0.668204	72.528486	847.239719	0.002116	6.5
180	-0.674405	73.528129	838.280081	0.001914	6.6
181	-0.665178	72.766992	845.084674	0.001884	6.7
182	-0.659343	72.005853	852.000657	0.002221	6.6
183	-0.694943	73.005853	842.937385	0.002020	7.4
184	-0.679477	74.005853	834.064907	0.002064	6.9
185	-0.691991	73.273341	840.545664	0.002162	6.8
186	-0.670793	72.512796	847.381866	0.001955	6.2
187	-0.680556	73.449416	838.978699	0.002146	6.7
188	-0.686497	74.403082	830.592120	0.002243	6.7
189	-0.689800	73.641943	837.271993	0.002051	9.2
190	-0.683704	74.641943	828.517758	0.002690	7.6
191	-0.704473	75.641943	819.944692	0.001941	6.0
192	-0.694548	76.641940	811.547251	0.002376	6.6
193	-0.673438	77.641940	803.320049	0.002304	7.1
194	-0.676728	76.881395	809.561899	0.002299	6.0
195	-0.674967	77.881395	801.374697	0.002420	5.8
196	-0.664749	78.881395	793.351434	0.002335	6.0
197	-0.692110	79.881395	785.487235	0.001940	7.4
198	-0.702583	79.120256	791.458702	0.002108	6.4
199	-0.704517	78.360843	797.507805	0.002846	5.7
200	-0.683593	77.599704	803.664156	0.002271	7.8
201	-0.686301	76.841599	809.891174	0.002388	6.7
202	-0.686962	76.080460	816.240957	0.002104	5.4
203	-0.685948	77.080460	807.918800	0.002468	6.0
204	-0.725229	78.073953	799.817161	0.002727	6.5
205	-0.704285	77.312814	806.009356	0.002203	7.1
206	-0.660197	78.312814	797.893491	0.001985	6.0
207	-0.676578	77.551675	804.055821	0.002030	5.9
208	-0.675468	76.790538	810.314063	0.002136	7.2
209	-0.687428	77.790538	802.111718	0.002839	6.9
210	-0.689323	77.029399	808.339631	0.003187	5.5
211	-0.676818	78.029399	800.177008	0.002304	6.7
212	-0.684713	79.029399	792.177590	0.001977	7.2
213	-0.685910	78.331295	797.745037	0.002266	6.6
214	-0.654341	77.570336	803.903600	0.001956	5.5
215	-0.689656	78.570332	795.829905	0.001959	9.3
216	-0.673158	77.809193	801.960278	0.002190	6.8
217	-0.679158	78.066531	799.877084	0.001986	5.3
218	-0.681452	79.066531	791.883631	0.002277	5.7
219	-0.676009	78.305393	797.953115	0.002445	6.9
220	-0.688185	77.544254	804.116369	0.002417	7.5
221	-0.674776	78.544254	796.038390	0.002311	6.3
222	-0.674225	79.544254	788.121097	0.002235	5.4
223	-0.670580	80.544254	780.359741	0.001986	5.5
224	-0.685553	79.783115	786.253211	0.002269	5.3
225	-0.680192	80.783115	778.528421	0.002276	5.7
226	-0.688443	80.021976	784.394158	0.002089	5.5
227	-0.695390	81.021974	776.705691	0.002161	5.4
228	-0.683133	80.387215	781.568446	0.001983	5.4
229	-0.667959	81.387215	773.934988	0.001948	5.4
230	-0.687845	82.386729	766.452800	0.002318	5.3
231	-0.643513	83.384672	759.125320	0.002294	6.3
232	-0.664468	84.384672	751.921945	0.001856	5.6
233	-0.667611	85.376823	744.908956	0.001829	5.3
234	-0.680331	84.615756	750.276766	0.002600	5.3
235	-0.664613	85.615753	743.239585	0.002251	5.4
236	-0.675218	84.854614	748.583790	0.002163	6.0
237	-0.679578	85.854600	741.578253	0.002069	5.6
238	-0.672036	86.849116	734.739892	0.001928	5.4
239	-0.699082	87.692936	729.035859	0.002273	5.6
240	-0.680750	88.688817	722.416832	0.001974	5.6
241	-0.687394	89.688794	715.890425	0.002451	5.7
242	-0.672369	90.685514	709.501573	0.002153	5.6
243	-0.682010	89.924409	714.369799	0.002124	5.5
244	-0.709840	89.166188	719.286464	0.002518	5.5
245	-0.693635	88.474128	723.833559	0.002861	5.5
246	-0.680410	89.474128	717.281495	0.001958	5.4
247	-0.672901	90.474128	710.846984	0.002147	5.5
248	-0.678340	91.469183	704.557871	0.002151	5.8
249	-0.700206	90.708044	709.358478	0.002783	6.1
250	-0.687802	89.946905	714.224954	0.002086	5.3
251	-0.707131	90.946905	707.844921	0.002800	5.4
252	-0.674736	91.946897	701.577911	0.001933	5.7
253	-0.687149	92.946897	695.420851	0.001947	5.5
254	-0.687673	92.186628	700.091957	0.001972	5.6
255	-0.694923	91.466434	704.575089	0.002284	5.2
256	-0.653530	90.815709	708.675449	0.001995	5.8
257	-0.660722	91.815709	702.393740	0.002120	5.5
258	-0.672830	91.402489	704.975918	0.002470	5.6
259	-0.681840	90.641350	709.782244	0.001952	5.5
260	-0.687539	91.641288	703.481370	0.002150	5.3
261	-0.691331	92.641288	697.291003	0.002490	5.4
262	-0.674771	93.641288	691.208630	0.002009	5.4
263	-0.685837	94.641288	685.231452	0.002311	5.5
264	-0.695197	95.641288	679.356761	0.002227	5.6
265	-0.693322	94.880149	683.819001	0.002139	5.6
266	-0.687796	95.880149	677.968401	0.002487	5.9
267	-0.705804	96.812099	672.605346	0.002063	5.2
268	-0.669384	97.812099	666.944261	0.001999	5.8
269	-0.652441	97.050960	671.244416	0.002314	5.5
270	-0.683023	96.289821	675.600381	0.002020	5.4
271	-0.679859	97.289821	669.888981	0.002358	5.4
272	-0.707853	98.289821	664.273339	0.002089	5.5
273	-0.675037	99.289821	658.751067	0.002009	6.0
274	-0.691646	100.289821	653.319853	0.002185	7.8
275	-0.672474	100.098912	654.349792	0.002287	7.8
276	-0.676108	101.098912	648.990616	0.002288	6.2
277	-0.677516	100.338716	653.056587	0.002142	8.5
278	-0.698094	101.338716	647.718484	0.002180	6.6
279	-0.681374	102.331960	642.502139	0.002493	5.9
280	-0.666563	103.331960	637.334504	0.001852	8.5
281	-0.681473	104.331960	632.249333	0.001878	7.1
282	-0.689579	103.582738	636.051586	0.002150	6.1
283	-0.707551	102.822942	639.954490	0.003500	6.0
284	-0.691479	102.061803	643.912618	0.002206	6.5
285	-0.717796	103.061803	638.722361	0.002643	7.3
286	-0.700823	104.061803	633.615107	0.002379	6.2
287	-0.688937	103.300664	637.494968	0.002167	6.0
288	-0.671282	102.539527	641.422628	0.002428	8.9
289	-0.676364	103.539527	636.272274	0.002202	6.3
290	-0.711913	104.539527	631.203972	0.002332	5.7
291	-0.702048	105.539527	626.215776	0.002237	6.4
292	-0.661715	104.778642	630.004002	0.001834	8.5
293	-0.696504	105.778642	625.034680	0.002528	6.3
294	-0.686717	105.017503	628.809856	0.002249	5.8
295	-0.696222	104.256365	632.630906	0.002294	8.4
296	-0.702967	103.495232	636.498658	0.002067	7.0
297	-0.723060	104.495232	631.426763	0.002485	6.6
298	-0.688479	104.455625	631.626105	0.002349	7.1
299	-0.669777	105.455625	626.631262	0.002219	7.0
300	-0.667430	104.696277	630.416827	0.002177	6.7
301	-0.696066	103.935324	634.256552	0.002000	5.9
302	-0.694609	103.221284	637.902341	0.002217	6.2
303	-0.662850	102.460145	641.835047	0.002503	8.3
304	-0.681532	103.460145	636.678094	0.002308	6.2
305	-0.675265	104.460145	631.603351	0.002545	5.5
306	-0.713613	105.443488	626.691410	0.002125	6.0
307	-0.682818	104.682349	630.486687	0.002231	5.6
308	-0.699419	105.682349	625.509777	0.002126	5.5
309	-0.662197	106.439823	621.791884	0.001855	5.6
310	-0.685261	107.433753	616.979930	0.002200	5.5
311	-0.693246	106.672615	620.658142	0.002178	5.6
312	-0.693993	107.671363	615.840586	0.002585	5.5
313	-0.701988	106.975582	619.188808	0.002210	5.8
314	-0.682655	106.214443	622.893488	0.001935	5.5
315	-0.696325	107.214443	618.035272	0.002493	5.5
316	-0.692855	106.453317	621.726056	0.002117	5.0
317	-0.690575	107.453317	616.885962	0.002366	4.9
318	-0.703771	108.453317	612.120646	0.002612	5.0
319	-0.687745	107.692178	615.740982	0.002118	5.7
320	-0.690183	108.692178	610.993271	0.003368	5.4
321	-0.679323	107.931039	614.600245	0.002037	5.4
322	-0.695254	107.169899	618.250058	0.002399	5.7
323	-0.656589	108.169899	613.463726	0.001876	5.4
324	-0.700179	109.026587	609.421885	0.002278	5.2
325	-0.694826	110.026587	604.770754	0.002174	5.6
326	-0.692526	111.026587	600.190080	0.002005	5.6
327	-0.664115	112.026587	595.678275	0.001952	5.5
328	-0.657730	112.114140	595.286481	0.002599	5.7
329	-0.686562	113.114140	590.847825	0.002242	5.4
330	-0.696043	112.353001	594.220208	0.002086	5.6
331	-0.712947	113.353001	589.797380	0.002002	5.9
332	-0.682827	112.591862	593.157748	0.002229	5.5
333	-0.690142	111.830723	596.556627	0.002101	5.5
334	-0.691560	112.830723	592.099081	0.002168	5.6
335	-0.701032	113.825305	587.731269	0.002093	5.6
336	-0.678437	114.825305	583.404158	0.002351	5.5
337	-0.680703	115.810241	579.204065	0.002174	5.8
338	-0.692129	115.049102	582.444475	0.002017	5.5
339	-0.672652	116.049102	578.194579	0.002275	5.6
340	-0.662966	115.287994	581.423539	0.002041	5.5
341	-0.669892	116.287994	577.188475	0.002159	5.4
342	-0.678839	115.576432	580.195620	0.002083	5.5
343	-0.672510	114.861717	583.247802	0.002038	5.4
344	-0.682421	115.861717	578.986218	0.002206	5.5
345	-0.693442	116.853928	574.818935	0.002083	5.5
346	-0.701062	116.092789	578.010329	0.002084	5.6
347	-0.699526	117.092789	573.824663	0.002192	5.4
348	-0.687961	116.331649	577.004996	0.002161	5.5
349	-0.683361	117.331649	572.833825	0.002993	5.6
350	-0.682696	116.570510	576.003154	0.002082	5.5
351	-0.702038	115.809371	579.207748	0.002060	5.3
352	-0.670721	115.048232	582.448199	0.001783	5.5
353	-0.662122	115.981137	578.481458	0.002235	5.6
354	-0.670474	115.220011	581.713709	0.001900	5.5
355	-0.666962	114.459443	584.979874	0.002048	5.4
356	-0.726350	113.698304	588.285417	0.002245	5.6
357	-0.658224	112.937165	591.628529	0.002110	5.5
358	-0.644075	113.937165	587.244055	0.001827	5.5
359	-0.660759	113.176026	590.575309	0.001836	6.2
360	-0.680260	114.176026	586.206373	0.002300	7.7
361	-0.693729	113.866369	587.552319	0.002069	6.8
362	-0.655469	113.105230	590.887081	0.002113	5.6
363	-0.669749	114.105230	586.513549	0.002154	7.8
364	-0.690272	113.344091	589.836497	0.002280	7.1
365	-0.659531	112.582952	593.197312	0.002137	6.2
366	-0.680291	113.582952	588.789641	0.001843	6.7
367	-0.708839	112.821813	592.138503	0.002572	6.5
368	-0.689324	113.821813	587.746495	0.002054	8.0
369	-0.711293	114.821813	583.419160	0.001886	7.3
370	-0.678213	115.821813	579.155080	0.002173	7.6
371	-0.699792	115.060690	582.394868	0.002042	7.7
372	-0.679915	114.299627	585.670850	0.002872	7.2
373	-0.667681	113.538488	588.984229	0.001887	6.9
374	-0.674748	112.787576	592.290033	0.002327	6.1
375	-0.698131	113.787576	587.895785	0.002433	8.0
376	-0.688647	113.026437	591.234457	0.002082	6.8
377	-0.674689	112.265300	594.611261	0.002172	6.7
378	-0.689464	111.504180	598.026776	0.002252	7.7
379	-0.677626	112.504180	593.547315	0.001929	6.9
380	-0.682139	113.504180	589.134461	0.002088	6.4
381	-0.677905	114.504180	584.786739	0.002799	7.4
382	-0.687746	115.504178	580.502728	0.001894	6.8
383	-0.680546	114.743039	583.757725	0.001840	6.1
384	-0.685367	113.984068	587.040005	0.002655	6.2
385	-0.678377	113.222929	590.368937	0.002357	5.9
386	-0.670965	114.222929	586.003044	0.002648	5.8
387	-0.670753	113.461790	589.320193	0.001925	5.9
388	-0.697915	114.461790	584.969739	0.002417	6.1
389	-0.685153	115.461790	580.683047	0.002284	6.0
390	-0.687041	114.727239	583.825680	0.002006	5.6
391	-0.660512	113.966107	587.118128	0.002022	5.7
392	-0.679129	113.204968	590.447949	0.002343	5.7
393	-0.674105	112.443829	593.815755	0.002457	5.7
394	-0.674628	111.701254	597.138649	0.002327	6.0
395	-0.699941	110.940115	600.583436	0.002499	5.6
396	-0.679480	111.940073	596.065929	0.003859	6.4
397	-0.660905	111.183403	599.478046	0.002089	6.1
398	-0.680229	112.183403	594.976899	0.002236	5.9
399	-0.686565	111.422264	598.396718	0.002060	5.7
400	-0.682988	110.661126	601.856068	0.002258	5.7
401	-0.694669	109.899987	605.355657	0.002683	5.7
402	-0.683615	110.816680	601.145834	0.002046	5.7
403	-0.675230	110.068736	604.576273	0.001996	5.5
404	-0.686499	111.067502	600.004140	0.002064	5.0
405	-0.679378	110.309398	603.468215	0.002076	5.1
406	-0.711212	111.309397	598.907179	0.002410	4.9
407	-0.686769	110.548258	602.372460	0.002030	5.0
408	-0.676956	111.548258	597.827908	0.002051	5.2
409	-0.697279	111.872058	596.371041	0.001862	5.3
410	-0.668782	112.870089	591.924966	0.002225	5.3
411	-0.703612	113.870089	587.536113	0.002525	5.4
412	-0.701032	114.750842	583.724171	0.002354	5.4
413	-0.681880	113.989703	587.015498	0.002236	5.7
414	-0.672744	113.228566	590.344145	0.002172	5.8
415	-0.674302	114.228566	585.978616	0.002144	5.5
416	-0.693759	113.467427	589.295488	0.002171	5.6
417	-0.682808	114.467427	584.945399	0.001969	5.5
418	-0.700930	115.467425	580.659068	0.002229	5.7
419	-0.708016	116.467422	576.435104	0.002622	5.5
420	-0.686953	117.467422	572.272138	0.002694	5.4
421	-0.699699	118.467422	568.168871	0.002264	5.8
422	-0.691381	117.706283	571.286650	0.001801	5.7
423	-0.669571	116.945145	574.438833	0.001905	6.1
424	-0.667953	117.733349	571.175198	0.002413	5.7
425	-0.664583	117.078361	573.884622	0.002137	5.6
426	-0.678941	118.076454	569.766093	0.002103	5.9
427	-0.704563	119.076454	565.698556	0.002160	5.6
428	-0.703951	120.076446	561.688715	0.002168	5.6
429	-0.689432	121.076446	557.735289	0.001972	5.7
430	-0.680310	121.661708	555.447209	0.002180	5.5
431	-0.707654	122.661708	551.580854	0.002076	7.0
432	-0.699165	121.943099	554.353786	0.002031	5.2
433	-0.663275	122.943099	550.502585	0.002262	5.1
434	-0.681860	122.181959	553.428994	0.003288	6.8
435	-0.667660	123.181959	549.590588	0.002439	8.1
436	-0.707963	124.181959	545.805058	0.002700	6.1
437	-0.720202	123.420820	548.681607	0.002269	6.5
438	-0.658136	124.420820	544.908546	0.002163	6.7
439	-0.683847	123.659681	547.775628	0.001925	7.0
440	-0.681998	122.898542	550.673041	0.002130	6.4
441	-0.676577	123.294655	549.161353	0.002282	7.1
442	-0.707921	124.294655	545.381714	0.001840	6.4
443	-0.685518	124.089679	546.152201	0.002029	6.4
444	-0.651797	125.089663	542.413789	0.002215	9.5
445	-0.671055	124.330282	545.248014	0.002364	6.9
446	-0.690288	125.330282	541.521868	0.002779	8.1
447	-0.690842	126.330282	537.846304	0.002652	7.3
448	-0.687171	127.330282	534.220299	0.001981	8.0
449	-0.681848	128.330282	530.642858	0.002730	7.1
450	-0.689180	129.330282	527.113011	0.002614	6.0
451	-0.686177	130.330282	523.629815	0.002157	7.0
452	-0.680061	129.569143	526.276806	0.002105	7.1
453	-0.658617	128.808004	528.950694	0.002040	6.6
454	-0.690573	129.802685	525.461784	0.002301	6.4
455	-0.652559	129.044370	528.117434	0.002391	10.2
456	-0.686495	128.283231	530.810107	0.002631	7.0
457	-0.704584	127.522092	533.530377	0.002224	6.1
458	-0.684055	128.522092	529.962140	0.002072	7.9
459	-0.690190	127.760953	532.673704	0.001878	7.1
460	-0.695392	128.760953	529.116878	0.002082	6.3
461	-0.669318	129.759210	525.613312	0.002379	7.1
462	-0.694079	130.694599	522.372241	0.002320	6.7
463	-0.682617	131.694374	518.951980	0.002213	7.7
464	-0.709539	132.611671	515.853043	0.002369	7.0
465	-0.693033	131.850532	518.421800	0.002084	6.5
466	-0.669291	132.849781	515.054666	0.001941	7.6
467	-0.687090	132.088642	517.615458	0.001996	6.7
468	-0.689015	133.088642	514.256253	0.002425	7.0
469	-0.685232	132.327942	516.807615	0.002087	7.6
470	-0.692674	131.611938	519.232303	0.001767	6.7
471	-0.667994	130.850799	521.834910	0.002424	6.8
472	-0.700276	131.850414	518.422200	0.001956	6.3
473	-0.711631	131.089275	521.016673	0.002789	6.3
474	-0.687519	130.328136	523.637244	0.002051	6.2
475	-0.673106	129.566997	526.284310	0.002161	5.9
476	-0.662866	130.566997	522.812021	0.002163	6.5
477	-0.704478	129.805857	525.450730	0.001932	5.8
478	-0.686826	130.805848	521.989430	0.001856	6.0
479	-0.699297	131.805848	518.573399	0.003031	5.8
480	-0.677478	131.203231	520.626580	0.001928	5.7
481	-0.691832	130.442885	523.240481	0.002303	6.2
482	-0.659211	131.442884	519.808113	0.001788	5.8
483	-0.683680	130.681812	522.416279	0.002043	6.3
484	-0.701691	129.920808	525.050515	0.001808	6.2
485	-0.694663	130.920808	521.594434	0.002482	6.2
486	-0.691622	131.920808	518.183555	0.001897	5.9
487	-0.682872	131.159669	520.775633	0.002244	5.8
488	-0.675347	130.398530	523.393774	0.001977	5.9
489	-0.691967	131.398530	519.959399	0.002257	6.4
490	-0.680991	132.398530	516.569800	0.001971	5.9
491	-0.700279	133.398530	513.224109	0.002901	5.9
492	-0.669128	134.398530	509.921477	0.002142	5.8
493	-0.695964	135.398530	506.661079	0.002246	5.8
494	-0.692905	134.637392	509.138883	0.002127	6.2
495	-0.693498	135.222075	507.233359	0.002255	5.9
496	-0.689233	136.222075	504.007136	0.002445	5.7
497	-0.689727	135.460936	506.458991	0.002142	6.4
498	-0.683538	136.460936	503.242581	0.002168	5.8
499	-0.655315	137.460936	500.066766	0.002102	5.8
500	-0.691126	138.257088	497.566853	0.002143	5.7
501	-0.684538	139.257088	494.462049	0.002214	5.9
502	-0.688108	138.495949	496.821697	0.002276	5.9
503	-0.730440	137.734809	499.203975	0.002484	5.9
504	-0.690213	138.734809	496.078770	0.002291	5.7
505	-0.691382	139.679397	493.162468	0.001827	6.0
506	-0.671214	140.679397	490.112218	0.002079	5.9
507	-0.682364	139.918282	492.430361	0.001980	6.0
508	-0.670962	139.158010	494.767936	0.001866	5.9
